name,ratings,date,helpful,comment,developer_comment
이규진,5,2020-05-31,1,예약이 간편하고 원하는 날짜에 편하게 예약할수있어서 좋습니다.,"Miso, Inc.2020년 6월 3일안녕하세요, 이규진 고객님. 저희 미소 서비스를 이용해 주셔서 감사합니다. 고객님의 편리한 사용을 위해서 앱은 최대한 간편하게 구성되어 있는데, 사용하시기 편하다고 하시니 저희 개발자들도 기쁩니다. 고객님의 칭찬에 만족하지 않고 앞으로도 최선을 다하는 미소가 되도록 하겠습니다. :) 추후 생활청소가 필요 하실 때에는 미소를 기억해주세요. 코로나 19가 유행인 가운데, 건강에 유의하시기 바랍니다. 오늘도 좋은 하루 보내세요 . 감사합니다 :)"
최원철,5,2020-06-05,0,평수가 작아서 비용이 대체적으로 저렴하게 진행했는데 역시 전문가는 전문가네요.,
ANOMEL,2,2020-06-11,0,에어컨이 일체형이라고 물받이 청소를 못 했는데 그래서인지 청소 해도 냄새가 나네요.. 돈이 아까운,"Miso, Inc.2020년 6월 11일안녕하세요, ANOMEL 고객님. 미소를 믿고 이용해 주셨는데, 불만족스러운 경험을 하게 되셔서 죄송한 마음 뿐 입니다. 고객님께서 겪으신 불편함을 바로 도와드리고 싶지만, 플레이 스토어의 특성상 고객님의 정보 등을 확인하기 어렵습니다. 번거로우시겠지만, 미소 어플에 있는 실시간 문의로 불만족스러웠던 사안과 고객님 성함 및 연락처를 남겨주시면 신속하게 확인 도와드리겠습니다. 감사합니다. 오늘도 좋은 하루 되세요."
한진희,5,2020-06-10,0,맞벌이에 아이가 어려서 집 정리며 청소며 잘 못하고 지내는데 청소 한 번 해주시면 너무나 깨끗하고 좋습니다! 늘 감사한 마음이에요^^,
최유정,5,2020-05-18,4,미소 청소 서비스 정말 좋습니다 일단 별 5 점드립니다 . 개인적으로 청소 잘해주시는것도 감사하지만 생활 꿀팁도 알려주시고 제집처럼 꼼꼼하게 잘 해주시는모습에 감동 받았네요 . 저희는 맞벌이 부부라 주말에 주로 청소를 하는데 이걸 이용하고나서부터 주말에 시간도 많이 생기었습니다 . 청소를 워낙 잘해주시니까 정기적으로 이용중이고요,"Miso, Inc.2020년 5월 20일안녕하세요, 최유정 고객님. 만점 짜리 서비스, 미소 입니다. :)  맞벌이로 바쁘실 고객님께 조금이나마 여유를 드릴 수 있어서, 미소는 오늘도 보람을 느끼고 있습니다. 미소는 합리적인 가격으로 우수한 서비스를 제공하여, 우리 모두의 일상이 행복할 수 있도록 노력하고 있습니다. 앞으로도 번거로운 청소일은 미소에 맡기시고, 여가와 행복을 즐기면서 미소 지으시는 일만 가득하길 바랍니다. 코로나 19가 유행인 가운데, 건강에 유의하시기 바라며, 오늘도 좋은 하루 보내세요. 감사합니다 ^_^"
chris Seo,1,2020-05-15,9,이거 카드등록 안해도 진행되며(후불) 어떤 크리너가 배치된것도 모르게 20분전에 집앞에서 전화합니다. 내가 크리너를 고를 수 없어요. 사용할때 유의하세요. 전 카드등록 안해서 취소된줄 알았는데 크리너 배정된줄도 모르고 있다가 위약금 2만원 물었습니다.,"Miso, Inc.2020년 5월 15일안녕하세요, chris Seo고객님. 이용에 불편을 드려서 죄송합니다. 미소 가사도우미는 '후결제' 서비스입니다. 결제는 서비스가 모두 완료 된 후 진행됩니다. 미소는 고객님께서 특별히 신경 쓰지 않으시더라도, 미소 서비스를 원활하게 제공해 드리는 것을 지향하고 있습니다. 따라서 방문하신 클리너님은 꼭 필요한 경우에만 고객님에게 연락을 드리도록 하고 있습니다. 예약하신 일정을 안내해 드리기 위해서, 서비스 하루 전 날 오후 5시 경에 일괄적으로 안내 메세지를 보내드리고 있는데 혹시  이 메세지로 부족 하셨는지요 ? ^^  믿을 수 있는 서비스를 제공하기 위해 더욱 노력하는 미소가 되도록 노력 하겠습니다. 감사합니다."
장준영,5,2020-06-04,0,청소 서비스 잘 이용받았습니다 카드 결제 등록 해놓으니까 간편하게 결제 되니까 편하더라고요,
홍진국,5,2020-06-17,1,청소 잘 받아보았네요 . 예전에 이런거 사치스럽다 생각 했는데 서비스 보면 ㅋㅋ 그런 생각 1 도 안들고 너무 마음에 듬,
양정현,5,2020-06-13,0,다른서비스 이용했는데 너무 마음에 안들어 옮겼는데 가격대비 청소수준은 미소가 완승입니다..,
양승춘,5,2020-06-20,0,청소 업체중에서 카드결제 안되는곳도 태반인데 여긴 카드결제 무조건이고 특히나 스케줄을 편하게 정할 수있어서 마음에 듬,
chang hwan Song,5,2020-05-16,2,가성비 좋네요 시간도 잘 맞춰주시고요 저흰 맞벌이 부부라 집안 청소 할 수있는게 흔치가 않아서 좀 많이 집안이 지저분 했거든요 그래서 이용하게 된건데 ㅎㅎ 너무 깔끔하게 잘 정리 해주시고 청소 해주셔서 앞으로 정기적으로 이용해볼려고요 제가 생각 했을땐 한달에 4 번 정도만 이용하면 될거 같더라고요 1 주일에 1 회 ?? 가성비도 괜찮고 서비스도 정말 만족 합니다 .,"Miso, Inc.2020년 5월 22일안녕하세요, chang hwan Song 고객님. 미소를 이용해 주셔서 감사합니다. :) 맞벌이 하시느라 바쁘실 고객님의 일을 덜어 드릴 수 있어서 진심으로 기쁩니다. 미소는 합리적인 가격으로 양질의 서비스를 제공하여, 우리 모두의 일상이 행복해 지도록 노력하고 있습니다.앞으로도 번거로운 청소일은 미소에 맡기시고, 가족들과 여가와 행복을 즐기면서 미소 지으시는 일만 가득하길 바랍니다. 또한, 정기 서비스가 일회성 서비스보다 저렴하니, 정기 서비스 이용을 고려해주시길 부탁 드립니다. 코로나 19가 유행인 가운데, 건강에 유의하시기 바라며, 오늘도 좋은 하루 보내세요. :) 감사합니다 ^_^"
김원태,5,2020-06-05,0,청소 상태 자체가 워낙 깔끔하게 잘되어있어서 군말없이 아주 만족스러웟습니다.,
강지원,5,2020-06-19,0,가끔 이용하는데 이용할때마다 너무 친절하시고 깨끗히청소해주세요! 강추강추!,
한성민,5,2020-04-21,4,청소 꼭 여기서 받아보시길 바랍니다 . 정말 잘해시네요 ㅎㅎ 저도 처음엔 이런곳 사치 스럽고 별로 일줄 알았거든요 . 가격대비 정말 이만한 서비스가 없다고 생각 되네요 생활 밀착 플래폼중 1 등 업체이고요 . 진짜청소관련해선 전문가분들이라 . 믿고 잘 이용했네요,"Miso, Inc.2020년 4월 23일안녕하세요, 한성민 고객님. 생활 밀착 플래폼 중 1등, 미소 입니다. :) 미소 서비스를 이용해 주셔서 감사합니다. 고객님께서 미소의 서비스에 만족하신다고 하시니, 저희는 더욱 좋은 모습을 보이고 싶은 마음뿐입니다. 미소는 합리적인 가격으로 양질의 서비스를 제공하여, 우리 모두의 일상이 행복해 지도록 노력하고 있습니다. 앞으로도 번거로운 청소일은 미소에 맡기시고, 여가와 행복을 즐기면서 미소 지으시는 일만 가득하길 바랍니다. 코로나 19가 유행인 가운데, 건강에 유의하시기 바라며, 오늘도 좋은 하루 보내세요. :) 감사합니다 ^_^"
임환이,5,2020-05-14,2,미소 서비스 좋아요 . 개인적으로 . 청소 업체는 여기가 제일 낫더라고요 . 이모님도 굉장히 친절 하시고 ㅎㅎ 정리 정돈 그리고 청소 상태 모두 마음에 들었습니다 . 서비스는 5 점 만점에 5 점 드리고 싶네요 ㅋㅋ 너무 잘 해주셔서 부모님집도 한번 의뢰 해볼려고해요 좋은 서비스 해주셔서 감사하고요 별 5 점드립니다 . ~!! 서비스 굳굳,"Miso, Inc.2020년 5월 22일안녕하세요, 임환이 고객님. 만점 짜리 서비스, 미소 입니다. :) 저희 미소 서비스를 이용해 주셔서 감사합니다.  미소는 고객님께서 특별히 신경 쓰지 않으시더라도, 미소 서비스를 원활하게 제공해 드리는 것을 지향하고 있습니다. 부모님댁에도 미소를 신청하실 고객님에게 부끄럽지 않도록 저희는 오늘도 최선을 다하고 있습니다. 미소는 고객님의 일상에 필요한 모든 것을 쉽고 간편하게 만들어나가기 위해 최선을 다하고 있습니다. 청소가 필요 하실 때에는 미소를 기억해주세요. :)  코로나 19가 유행인 가운데, 건강에 유의하시기 바라며, 오늘도 좋은 하루 보내세요. ^_^ 감사합니다 :)"
김우미,5,2020-05-17,3,미소 서비스 감사합니다 청소 이용잘 하고 있어요 ^^ 개인적으로 미소 좋은점 여러가지 말씀드리자면 보통 다른 청소 업체의 경우 현금결제만 되니까 좀 불편 했지만 미소는 카드 등록 하고 카드로 결제 되는 업체이다보니까 편리했고요 2 번째는 시간 맞춰서 잘 와주시고 마무리 잘 지어주시고 가주시니까 ㅎㅎ 저도 그때 동안 다른 업무를 볼 수있다는게 장점이더라고요 . 아무튼 너무 괜찮아서 부모님집도 이거 한번 신청 해드릴려고요,"Miso, Inc.2020년 5월 21일안녕하세요, 김우미 고객님. 미소를 이용해 주셔서 감사합니다. :) 미소는 고객님께서 특별히 신경 쓰지 않으시더라도, 미소 서비스를 원활하게 제공해 드리는 것을 지향하고 있습니다. 고객님의 편리한 이용을 위해서 카드 결제 (카드는 한번만 등록하시면 되시며, 나이스 페이에 의해 안전하게 관리되고 있습니다.) 및 가상 계좌 입금, 모두 가능 하도록 하고 있습니다.  고객님의 칭찬에 만족하지 않고 앞으로도 최선을 다하는 미소가 되도록 하겠습니다. :) 추후 생활청소가 필요 하실 때에는 미소를 기억해주세요. ^_^  코로나 19가 유행인 가운데, 건강에 유의하시기 바랍니다. 오늘도 좋은 하루 보내세요 . 감사합니다 :)"
이승진,5,2020-05-18,2,올해 4 월까지 다른 업체 이용하다가 미소로 갈아탔습니다 . 청소도 잘 해주시지만 무엇보다 좋은게 스케줄에 맞춰서 와주시고 제시간에 마무리 짓고 끝내주시는거였네요 . 다른 업체 이용할땐 시간도 잘 안지켜주시고 현금 결제만 되어서 불편 했거든요 . 여기는 좀 편리한 기능도 많고 청소도 잘 해주셔서 너무 만족 합니다,"Miso, Inc.2020년 5월 22일안녕하세요, 이승진 고객님. 미소를 이용해 주셔서 감사합니다. :)  미소는 시간제 서비스로, 시간 관리와 고객 만족을 위해서 서비스 품질도, 클리너님들도 항상 최선을 다해 노력하고 있습니다. 고객님의 칭찬에 만족하지 않고 앞으로도 최선을 다하는 미소가 되도록 하겠습니다. 편리하고 간편한 이용을 위해서, 카드 결제 (카드는 한 번만 등록해주시면 되며, 카드 정보는 나이스페이에 의해서 안전하게 관리됩니다.) 및 가상 계좌 이용 모두 가능 하도록 하고 있습니다.  코로나 19가 유행인 가운데, 건강에 유의하시기 바라며, 오늘도 좋은 하루 보내세요 . 감사합니다 :)"
정윤주,5,2020-06-10,0,생활 밀착 플랫폼중에서 미소가 가장 괜찮았습니다 서비스도 최상 청소 퀄리티도 완전 최상이네요,
오아림,5,2020-06-23,0,가격도 저렴하고 카드 결제 간단 하다보니까 자주 쓰게 되네요,
류시진,3,2020-05-25,0,"인증번호가 몇 분 지난 후 날라옵니다.. 갤럭시 노트10 사용 중. 이런 상황은 처음이고, 유심다운로드는 잘 되어있습니다.","Miso, Inc.2020년 5월 25일안녕하세요, 류시진 고객님. 미소 이용에 불편을 드려 진심으로 사과드립니다. 혹시 지금도 안 되시는지요 ?  번호인증이 안될 경우 어플을 삭제 후 재설치하여 시도해주세요. 그럼에도 불구하고 안된다면 미소 홈페이지에서 인증번호가 오는지 시도 부탁드립니다. 만약 홈페이지에서는 가능하나 어플 내에서는 안될 경우, 스마트폰 기종과 어플 버젼을 미소 홈페이지 내 실시간 문의로 전달주시면 확인 후 답변 드리도록 하겠습니다. 만족스러운 이용을 위해 최선을 다하는 미소가 되겠습니다. 감사합니다. :)"
조성호,5,2020-06-02,1,가성비 최고입니다. 청소할때 이제는 거의 필수로 예약하게됩니다.,"Miso, Inc.2020년 6월 3일안녕하세요, 조성호 고객님. 미소를 이용해 주셔서 감사합니다. 필수라고 말씀해 주시니 고객님의 사랑에 더 좋은 서비스로 보답하고 싶습니다. 미소를 통해 고객님의 일상이 조금이나마 여유로워지셨다면, 기쁜 마음입니다 ^_^ 앞으로도 번거로운 청소일은 미소에 맡기시고, 여가와 행복을 즐기면서 미소 지으시는 일만 가득하길 바랍니다.  코로나 19가 유행인 가운데, 건강에 유의하시기 바라며,  오늘도 좋은 하루 보내세요 ^_^ 감사합니다. :)"
이민규,5,2020-04-21,3,미소 감사합니다 덕분에 청소 잘 받았습니다 ^^ 쓸만한 업체더라고요 . 이모님이 청소 잘 해주시는건 기본이고요 꼼꼼하게 잘 해주시고 특히나 생활 꿀팁 잘 알려주시더라고요 ㅎㅎ 기존 업체에서 미소로 바꾼건데 . 진짜 속시원하게 청소 잘 해주셔서 감사하더라고요 ㅎㅎ,"Miso, Inc.2020년 4월 23일안녕하세요, 이민규 고객님. 속시원한 서비스, 미소 입니다. :)   저희 미소 서비스를 이용해 주셔서 감사합니다. 미소를 통해 고객님의 일상이 조금이나마 여유로워지셨다면, 기쁜 마음입니다. 고객님의 기대에 부응할 수 있도록, 저희는 오늘도 최선을 다하고 있습니다. 앞으로도 번거로운 청소일은 미소에 맡기시고, 여가와 행복을 즐기면서 미소 지으시는 일만 가득하길 바랍니다. 추후, 청소 서비스가 다시 필요하시면 다시 찾아 주세요 ^^ 코로나 19가 유행인 가운데, 건강에 유의하시기 바라며, 오늘도 좋은 하루 보내세요. 감사합니다. :)"
Cheolyong Park,1,2020-05-16,4,고객응대가 기본적으로 메뉴얼이 없는지 깔끔하지도 않고 클리너에 대한 전반적인 프로세싱도 개선해야될 것 같음 약속시간에서 두시간 넘게 오질않아 취소했고 딱히 이용하고픈 맘도 사라짐 업종은 다르지만 유사한 프로세스로 운영하는 헤이딜러를 보고 좀 많이 참고하길바람 욕쓰려다가 서로 감정만 상하니 개선점만 말하고 삭제하겠음 ㅡㅡ,"Miso, Inc.2020년 5월 18일안녕하세요, Cheolyong Park 고객님. 미소 서비스 이용에 불편을 드려서 죄송합니다.  미소는 고객님께서 원하시는 시간에 클리닝 서비스를 제공해드려야하지만, 약속시간을 2시간이나 지키지 못하고, 고객님의 귀한 주말 오후 시간에 유쾌하지 못한 경험하시게 해드려서 죄송합니다. 이렇게 예기치 못하게 클리닝 서비스가 취소되어, 고객님 일정에 불편을 드린 점 진심으로 사과 드립니다. 앞으로 정성을 다해 더욱더 꼼꼼하게 신경쓰는 미소가 되겠습니다. 고객님의 의견을 바탕으로 더욱 만족스러운 서비스로 고객님을 찾아뵐 수 있도록 노력하겠습니다. 감사합니다. 오늘도 좋은 하루 되세요 ^^"
임종선,5,2020-06-05,0,가격대비 미소가 가장 깨끗하게 마무리 잘해주시는듯합니다.,
Seonjin Kim,5,2020-05-30,1,청소의 상태가 기대이상으로 잘되어있어서 돈을 쓴게 전혀 아깝지않아요!,"Miso, Inc.2020년 6월 1일안녕하세요,  Seonjin Kim 고객님. 미소를 이용해 주셔서 감사합니다. 돈이 전혀 아깝지 않다니, 이만한 칭찬이 어디 있을까 싶습니다. 모든 고객님께서 저희 서비스를 만족할 수 있도록 클리너님들도, 서비스 품질도 항상 심혈을 기울이고 있습니다. 미소 서비스를 통해서 고객님의 일상이 조금이나마 여유로워지셨기를 바랍니다. 앞으로도 믿을 수 있는 서비스를 제공하기 위해 더욱 노력하는 미소가 되도록 하겠습니다. 코로나 19가 유행인 가운데, 건강에 유의하시기 바라며, 오늘도 좋은 하루 보내세요. 감사합니다. ^_^"
박지연,5,2020-06-20,0,깔끔한 청소 그리고 가격도 착하고 ㅋㅋ 이래저래 잘 이용중이에요,
조치형조치형,5,2020-05-27,2,"꼼꼼하게 잘 청소 해주셔서 ㅎㅎ 앞으로 자주 이용할려고 합니다 ,","Miso, Inc.2020년 5월 29일안녕하세요, 조치형조지형 고객님. 미소를 이용해 주셔서 감사합니다, 미소의 서비스가 마음에 드신다고 하시니, 더욱 좋은 모습을 보이고 싶은 마음 뿐입니다. 미소는 고객님의 생활을 더 편하고 쉽게 만들기 위해서 오늘도 노력하고 있습니다. 청소가 필요 하실 때에는 미소를 기억해주세요.  코로나 19가 유행인 가운데, 건강에 유의하시기 바라며, 오늘도 좋은 하루 보내세요 ^_^"
우중선,5,2020-05-28,2,결제 방법도 간편하고 금액도 저렴하고 이래저래 잘 이용중입니다,"Miso, Inc.2020년 6월 1일안녕하세요, 우중선 고객님. 미소를 이용해 주셔서 감사합니다. 미소는 합리적인 가격으로 양질의 서비스를 제공하여, 모두의 일상이 행복해지도록 노력하고 있습니다. 고객님의 편리한 이용을 위해서 카드 결제 (카드는 한번만 등록하시면 되시며, 나이스 페이에 의해 안전하게 관리되고 있습니다.) 및 가상 계좌 사용, 모두 가능 하도록 하고 있습니다. 초심을 잃지 않고 앞으로도 고객 만족을 위해서 정성을 다하는 미소가 되도록 하겠습니다. 청소가 필요하시면 미소를 기억해주세요. ^_^ 코로나 19가 유행인 가운데, 건강에 유의하시기 바라며, 오늘도 좋은 하루 보내세요 . 감사합니다 :)"
강주희,5,2020-05-31,1,괜히 미소 이용하는게 아니더군요.. 확실해서 좋습니다.,
양지은,5,2020-06-07,0,이제는 미소를 계속 쭉 정기적으로 이용해야겠네요 다른곳 이용하다가 한번 이용해봤는데 좋더군요,
박박준석,5,2020-06-07,0,견적내보니까 저렴해서 맡겼습니다. 생각보다 깨끗하게 잘되서 좋네요,
김영준,5,2020-05-25,2,집안이 청소 전과 후과 나뉠정도로 ㅎㅎ 제대로 정리 해주시고 잘 청소 해주셔서 ㅎㅎ 별 불만 없이 잘 이용중이에요 .,"Miso, Inc.2020년 5월 28일안녕하세요, 김영준 고객님. 제대로 하는 서비스, 미소 입니다. :) 미소를 이용해 주셔서 감사합니다. 깔끔하게 정리된 집에 들어서면 기분이 좋지요 ^_^ 미소는 고객님께서 특별히 신경 쓰지 않으시더라도, 서비스를 원활하게 제공해 드리는 것을 지향하고 있습니다. 미소는 고객님의 생활을 더 편하고 쉽게 만들기 위해서 오늘도 노력하고 있습니다. 청소가 필요 하실 때에는 미소를 기억해주세요. ^_^ 코로나 19가 유행인 가운데, 건강에 유의하시기 바랍니다. 오늘도 좋은 하루 보내세요. :) 감사합니다 ^_^"
김진수,5,2020-05-27,2,정기적으로 이용해볼려고 신청 하게 되었어요 이미 몇몇 지인들은 미소 쓰는데 되게 만족 해 하시네요,"Miso, Inc.2020년 5월 29일안녕하세요, 김진수 고객님. 언제나 만족스러운 서비스, 미소 입니다. :) 저희 미소 생활청소는 시간제 서비스로, 효율적인 청소 시간 관리와 고객 만족을 위해서 서비스 품질도, 클리너님들도 항상 최선을 다해 노력하고 있습니다. 앞으로도 번거로운 청소일은 미소에 맡기시고, 여가와 행복을 즐기면서 미소 지으시는 일만 가득하길 바랍니다. 코로나 19가 유행인 가운데, 건강에 유의하시기 바라며, 오늘도 좋은 하루 보내세요. 감사합니다 :)"
김동우,5,2020-06-22,3,미소 청소 서비스 첫 이용해봤고요 너무 괜찮아서 앞으로 정기적으로 사용할려고 합니다,
이이의주,5,2020-05-14,2,청소 서비스 최상입니다 이모님 시간 잘 맞춰서 와주시고 끝날때 쯤에 마무리까지 싹 잘 해주시니까 ㅎㅎ 너무 만족 했네요 . 예전엔 이런거 쓰면 좀 사치 스럽다 이생각인데 이정도 서비스에 이정도 금액이면 정말 저렴하고 전혀 사치스럽지 않네요 ~ !! 오랜만에 좋은 업체 이용해봤고요 . 앞으로 청소는 여기다 맡길려고 합니다 ㅎㅎ 이용 잘 했습니다 ^^,"Miso, Inc.2020년 5월 22일안녕하세요, 이이의주 고객님. 만족스러운 서비스, 미소 입니다. :) 미소를 이용해 주셔서 감사합니다. 미소는 합리적인 가격으로 양질의 서비스를 제공하여, 고객님의 일상이 편안해지도록 노력하고 있습니다. 미소는 고객님의 생활을 더 편하고 쉽게 만들기 위해서 오늘도 노력하고 있습니다. 앞으로도 믿을 수 있는 서비스를 제공하기 위해서 더욱 노력하는 미소가 되도록 하겠습니다. ^_^ 코로나 19가 유행인 가운데, 건강에 유의하시기 바랍니다. 오늘도 좋은 하루 보내세요. 감사합니다 ^_^"
엄정아,5,2020-06-12,0,청소 서비스 잘 이용중이에요 잘 해주시는것도 감사하지만 시간 맞춰서 제시간에 잘 끝내 주시는거였어요,
송기왕,5,2020-05-20,3,다른 리뷰에 안좋은 평가가 많아서 본사에 전화해서 교체 환불등 까다롭게 문의했는데 친절하게 응대해주셨고 가사도우미 분 오셔서 반짝반짝하게 해놓고 가셨다고 부모님께서 너무 좋아하셨습니다. 리뷰 믿지 마시고 직접 확인해 보세요,"Miso, Inc.2020년 5월 22일안녕하세요, 송기왕 고객님. 미소를 믿고, 미소 서비스를 이용해 주셔서 감사합니다. 고객님께서 미소의 서비스에 만족하신다고 하시니, 저희는 더욱 좋은 모습을 보이고 싶은 마음뿐입니다. 미소는 합리적인 가격으로 양질의 서비스를 제공하여, 우리 모두의 일상이 행복해 지도록 노력하고 있습니다. 앞으로도 번거로운 청소일은 미소에 맡기시고, 여가와 행복을 즐기면서 미소 지으시는 일만 가득하길 바랍니다. 코로나 19가 유행인 가운데, 건강에 유의하시기 바라며, 오늘도 좋은 하루 보내세요. :) 감사합니다 ^_^"
황진희진희,5,2020-06-11,0,기대 했던거 보다 괜찮더라고요 미소 서비스 정말 최상입니다 .,
박선규,5,2020-06-16,0,마무리 마저도 깔끔 . 요새 청소 업체 미소 이용하고선 주말에 시간 정말 많이 생김,
봉하규,5,2020-06-07,0,서비스도 좋고 예약이 간단해서 좋습니다.,
정성명,5,2020-06-21,0,개인적으로 홈클리닝 서비스 많이 이용해봤지만 다른곳보다 미소가 저렴하니 좋더라구요,
백백인서,5,2020-05-26,2,청소 잘 받았어요 이정도 가격에 이정도로 퀄리티있게 해주셔서 자주 이용할 생각 이에요,"Miso, Inc.2020년 6월 1일안녕하세요, 백백인서 고객님. 퀄리티 있는 서비스, 미소 입니다. :) 저희 미소를 이용해 주셔서 감사합니다. 깨끗한 집에 들어서면 기분이 상쾌하지요~ 미소를 통해 고객님의 일상이 조금이나마 여유로워지셨다면, 기쁜 마음입니다. 고객님의 기대에 부응할 수 있도록, 저희는 오늘도 최선을 다하고 있습니다. 추후, 청소 서비스가 다시 필요하시면 미소를 기억해 주세요 ^^ 코로나 19가 유행인 가운데, 건강에 유의하시기 바라며, 오늘도 좋은 하루 보내세요. 감사합니다. :)"
강선희,5,2020-06-05,0,예약시간 맞추는게 다른곳은 까다로운데 여긴 바로되니까 좋다.,
SJ Lee,5,2020-06-03,0,큰평수가 아니라 비용이 저렴해 자주 이용하는 편입니다.,
최근호,5,2020-06-06,0,미소 떄문에 청소 서비스 잘 이용하고 있어요 ㅎㅎ 진짜 생활 플랫폼 앱중 가장 괜찮네요,
조조경환,5,2020-06-08,0,청소를 잘 해주시다보니까 정기적으로 이용중인데요 ㅎㅎ 매번 오실때 마다 만족 합니다,
미니언니,5,2020-04-24,1,지금 프리렌서로일을 하고있는 주부입니다 가성비도좋고 이모님께 청소꿀팁도 받았어요~~ 정말로추천하고픈앱입니다 결제도 편하게 카드등록만하면 자동으로 결제가능하니참고바래요,"Miso, Inc.2020년 4월 28일안녕하세요, 미니언니 고객님. 추천하고 싶은 어플, 미소 입니다. ^^ 미소 서비스를 이용해 주셔서 감사합니다. :) 미소는 합리적인 가격으로 양질의 서비스를 제공하여, 우리 모두의 일상이 행복해 지도록 노력하고 있습니다. 고객님의 편리한 이용을 위해서 카드 결제 (카드는 한번만 등록하시면 되시며, 나이스 페이에 의해 안전하게 관리되고 있습니다.) 및 가상 계좌 입금, 모두 가능 하도록 하고 있습니다. 나중에 청소가 다시 필요하시면 미소를 찾아주세요. ^_^ 코로나 19가 유행인 가운데, 건강에 유의하시기 바랍니다. 오늘도 좋은 하루 보내세요. 감사합니다 :)"
민민율,5,2020-05-29,1,미소 청소 서비스 이용해본 이용자이고요 괜찮아서 정기적으로 이용할까 생각 중이에요,"Miso, Inc.2020년 6월 1일안녕하세요, 민민율 고객님. 미소를 이용해 주셔서 감사합니다. 정기 청소를 고려하실 정도로, 미소 서비스가 마음에 드셨다고 하시니, 저희도 더 좋은 서비스로 보답해야겠다는 마음뿐입니다. 방문하셨던 클리너님과 정기 청소 서비스 진행을 원하시면, 미소 실시간 문의로 동일 클리너님의 재방문이 가능한지 여부를 확인 부탁 드립니다. 코로나 19가 유행인 가운데, 건강에 유의하시기 바라며, 오늘도 좋은 하루 보내세요 . 감사합니다 :)"
김홍관,5,2020-05-28,2,이용할만했고요 청소 업체 중에서 미소가 가장 괜찮네요 .,"Miso, Inc.2020년 6월 1일안녕하세요, 김홍관 고객님. 많은 어플 중 미소를 선택하고, 또 이용해 주셔서 감사합니다. 미소는 합리적인 가격으로 우수한 홈클리닝 서비스를 제공하여, 우리 모두의 일상이 행복할 수 있도록 노력하고 있습니다. 모든 고객님께서 미소 서비스에 만족할 수 있도록 클리너님들도, 서비스 품질도 항상 심혈을 기울이고 있습니다.  그리고 고객님의 편리한 이용을 위해서 카드 결제 (카드는 한번만 등록하시면 되시며, 나이스 페이에 의해 안전하게 관리되고 있습니다.) 및 가상 계좌 입금, 모두 가능 하도록 하고 있습니다.  코로나 19가 유행인 가운데, 건강에 유의하시기 바랍니다. 오늘도 좋은 하루 보내세요. :) 감사합니다 ^_^"
윤동준,5,2020-06-15,0,금액도 저렴하고 청소도 굉장히 잘 해주시는 편이에요,
한만규,5,2020-06-04,4,이용할만 했어요 ~ 개인적으로 미소 강력 추천 드립니다,
형지원,5,2020-06-22,0,미소 서비스 괜찮네요 첫 이용해봤고요 괜찮아서 주기적으로 사용해볼려고 합니다,
뵤뵤,1,2020-06-10,1,앱 답변도 늦고 전화도 안받고 돈은 빠져나갔고 도대체 어떻게 해야 연락이란게 가능한가요,"Miso, Inc.2020년 6월 11일안녕하세요, 뵤뵤 고객님. 미소 이용에 불편을 드려서 죄송합니다. 모든 고객님께서 저희 서비스에 만족하실 수 있도록 클리너님들도, 서비스 품질도 항상 심혈을 기울이고 있습니다. 최근, 성수기 주문 폭주로 인해, 답변이 지연 되어 답답하셨을 고객님을 생각 하니 마음이 무겁습니다. 혹시 아직도 답변을 못 받으셨는지요? 만약 그러시다면 실시간 문의로 다시 한 번 메세지를 남겨 주시겠습니까 ? 고객님의 불편함을 바로 도와 드리고 싶지만 플레이스토어 아이디로는 고객님의 개인 정보 확인이 어렵습니다. 고객님의 불편에 다시 한 번 사과드리며, 더욱 개선된 서비스로 고객님을 찾아뵐 수 있도록 노력하겠습니다. 피드백 감사합니다."
남자김정호,5,2020-06-19,0,주말에 어른들이 집에 내려오셔서 . 미소 이용하는게 낫다 싶어서 어제 써봤고요 ㅎㅎ 잘 청소 해주셔서 만족 합니다,
서진규,5,2020-05-26,2,마무리도 깔끔하고 스케줄에 맞춰서 잘 와주시고 하니까 ㅎㅎ 큰 불만이 없네요,
박선진,5,2020-06-02,0,서비스도 좋고 ^^ 청소도 기본이상으로 잘되는것같습니다.,
전찬준,5,2020-06-05,0,가격대가 진짜착함.. 이게 가장 메리트있는 부분이지 않을까싶다.,
Ho Young Lee,5,2020-06-15,0,앞으로는 이런 어플이 인기 많을듯 합니다 저도 처음 이용해보고선 제 선입견을 깨준 업체에요 청소 업체 이용하는건 좀 사치 스럽고 제가 봤을땐 부정적이었는데 막상 이용해보고 가격도보고 하니까 그런 마음이 쏙 사라졌네요 . 오히려 더 자주 이용해야겠다 이런 생각 뿐입니다 저는 1 달에 한 2 회정도 정기적으로 이용해볼려고요 삶의 질이 진짜 달라지네요,
